gene	gene_overs	chain	synt	gl_score	gl_exo	chain_len	loc_exo	exon_cover	intr_cover	gene_len	ex_num	ex_fract	intr_fract	flank_cov	exon_perc	chain_len_log	synt_log	intr_perc	single_exon	y
ENST00000535603	3	115	10	55666483	0.010261452766752631	4364331	0.11121357432681668	1206	9638	25143	12	1206	21746	0.5547	1.0	6.6399176809681295	1.0	0.4432079462889727	0.0	1
ENST00000312849	3	115	10	55666483	0.010261452766752631	4364331	0.07069784435513336	387	5087	10072	4	396	8202	0.23800000000000002	0.9772727272727273	6.6399176809681295	1.0	0.6202145818093148	0.0	1
ENST00000312814	2	14	421	503843179	0.0260662621955512	57761932	0.19421257651641624	2094	8688	28017	5	2094	20741	0.25785	1.0	7.761641710927695	2.6242820958356683	0.4188804782797358	0.0	1
ENST00000297145	2	14	421	503843179	0.0260662621955512	57761932	0.08325319412007144	1212	13346	120729	5	1218	116789	0.22585	0.9950738916256158	7.761641710927695	2.6242820958356683	0.11427446077969672	0.0	1
ENST00000297146	4	14	421	503843179	0.0260662621955512	57761932	0.332536599940245	1113	2234	7509	3	1113	2430	0.73515	1.0	7.761641710927695	2.6242820958356683	0.9193415637860082	0.0	1
ENST00000284601	2	14	421	503843179	0.0260662621955512	57761932	0.1357890784698177	3255	20716	42233	4	3369	37905	0.5543	0.9661620658949243	7.761641710927695	2.6242820958356683	0.546524205249967	0.0	1
ENST00000257724	2	14	421	503843179	0.0260662621955512	57761932	0.016401085635313117	985	59072	97049	5	1068	92451	0.51995	0.9222846441947565	7.761641710927695	2.6242820958356683	0.6389546895112005	0.0	1
ENST00000265440	3	14	421	503843179	0.0260662621955512	57761932	0.026586243495819204	1027	37602	95612	8	1044	88966	0.3936	0.9837164750957854	7.761641710927695	2.6242820958356683	0.42265584605354856	0.0	1
ENST00000222693	2	14	421	503843179	0.0260662621955512	57761932	0.10002045408058907	489	4400	8804	3	489	5851	0.67715	1.0	7.761641710927695	2.6242820958356683	0.7520082037258589	0.0	1
ENST00000614113	2	14	421	503843179	0.0260662621955512	57761932	0.01957930943246461	444	22233	36176	3	444	32975	0.45225	1.0	7.761641710927695	2.6242820958356683	0.6742380591357089	0.0	1
ENST00000284629	3	14	421	503843179	0.0260662621955512	57761932	0.05723676299651289	1428	23521	64272	13	1428	62437	0.26455	1.0	7.761641710927695	2.6242820958356683	0.3767157294552909	0.0	1
ENST00000003084	2	14	421	503843179	0.0260662621955512	57761932	0.04810536848516488	4423	87521	188703	27	4443	182571	0.5962	0.995498537024533	7.761641710927695	2.6242820958356683	0.47938062452415775	0.0	1
ENST00000160373	3	14	421	503843179	0.0260662621955512	57761932	0.054479338842975206	4944	85806	162791	23	4992	156887	0.51625	0.9903846153846154	7.761641710927695	2.6242820958356683	0.5469286811526768	0.0	1
ENST00000249299	2	14	421	503843179	0.0260662621955512	57761932	0.07382039573820395	291	3651	19872	4	291	7488	0.10275	1.0	7.761641710927695	2.6242820958356683	0.4875801282051282	0.0	1
ENST00000222747	2	14	421	503843179	0.0260662621955512	57761932	0.01998302096258081	918	45021	70825	8	918	68240	0.4425	1.0	7.761641710927695	2.6242820958356683	0.6597450175849942	0.0	1
ENST00000315870	2	14	421	503843179	0.0260662621955512	57761932	0.08799439971998599	1257	13028	26440	12	1257	22691	0.6735	1.0	7.761641710927695	2.6242820958356683	0.57414834075184	0.0	1
ENST00000222462	2	14	421	503843179	0.0260662621955512	57761932	0.12325529040972535	1095	7789	12105	4	1098	8955	0.59175	0.9972677595628415	7.761641710927695	2.6242820958356683	0.8697934115019542	0.0	1
ENST00000359943	2	14	421	503843179	0.0260662621955512	57761932	0.02564679415073116	684	25986	47431	10	684	44976	0.6295	1.0	7.761641710927695	2.6242820958356683	0.5777748132337247	0.0	1
ENST00000417368	2	14	421	503843179	0.0260662621955512	57761932	0.10473392836967574	2781	23772	70701	24	2781	64876	0.20785	1.0	7.761641710927695	2.6242820958356683	0.36642209753992233	0.0	1
ENST00000340112	3	14	421	503843179	0.0260662621955512	57761932	1.0	1131	0	1383	1	1131	0	0.49685	1.0	7.761641710927695	2.6242820958356683	0.0	1.0	1
ENST00000451558	3	14	421	503843179	0.0260662621955512	57761932	0.06190225959012086	1767	26778	72472	14	1767	67684	0.30405	1.0	7.761641710927695	2.6242820958356683	0.39563264582471486	0.0	1
ENST00000223026	2	14	421	503843179	0.0260662621955512	57761932	0.13467449008102822	1446	9291	32313	5	1446	29903	0.08275	1.0	7.761641710927695	2.6242820958356683	0.3107046115774337	0.0	1
ENST00000455783	2	14	421	503843179	0.0260662621955512	57761932	1.0	1110	0	2147	1	1143	0	0.4344	0.9711286089238845	7.761641710927695	2.6242820958356683	0.0	1.0	1
ENST00000303921	4	14	421	503843179	0.0260662621955512	57761932	0.12028821135499368	1803	13186	21908	2	1842	16610	0.3922	0.9788273615635179	7.761641710927695	2.6242820958356683	0.7938591210114389	0.0	1
ENST00000265827	2	14	421	503843179	0.0260662621955512	57761932	0.13227654189423205	1986	13028	22666	6	1995	18193	0.52655	0.9954887218045113	7.761641710927695	2.6242820958356683	0.7160995987467708	0.0	1
ENST00000321407	2	14	421	503843179	0.0260662621955512	57761932	0.7680633454305509	2328	703	4969	2	2328	841	0.45015	1.0	7.761641710927695	2.6242820958356683	0.835909631391201	0.0	1
ENST00000641605	2	14	421	503843179	0.0260662621955512	57761932	0.36973103171417104	921	1570	15581	5	930	9832	0.1099	0.9903225806451613	7.761641710927695	2.6242820958356683	0.1596826688364524	0.0	1
ENST00000315184	2	14	421	503843179	0.0260662621955512	57761932	0.11917098445595856	1035	7650	16355	7	1035	14637	0.4279	1.0	7.761641710927695	2.6242820958356683	0.5226480836236934	0.0	1
ENST00000297788	2	14	421	503843179	0.0260662621955512	57761932	0.1548378279883382	3399	18553	30163	18	3465	25917	0.4954	0.9809523809523809	7.761641710927695	2.6242820958356683	0.7158621754061041	0.0	1
ENST00000609480	2	14	421	503843179	0.0260662621955512	57761932	0.30764774044032445	531	1195	5718	2	531	1835	0.66925	1.0	7.761641710927695	2.6242820958356683	0.6512261580381471	0.0	1
ENST00000610776	2	14	421	503843179	0.0260662621955512	57761932	0.2564697002372223	4757	13791	33855	40	4887	28747	0.36085	0.9733988131778187	7.761641710927695	2.6242820958356683	0.47973701603645597	0.0	1
ENST00000489702	3	14	421	503843179	0.0260662621955512	57761932	0.19991971095945404	1494	5979	12416	9	1545	9428	0.37185	0.9669902912621359	7.761641710927695	2.6242820958356683	0.6341747984726347	0.0	1
ENST00000486685	2	14	421	503843179	0.0260662621955512	57761932	0.07003699136868062	852	11313	24993	8	852	22042	0.385	1.0	7.761641710927695	2.6242820958356683	0.5132474367117321	0.0	1
ENST00000353868	2	14	421	503843179	0.0260662621955512	57761932	0.03818243802659134	1568	39498	127003	12	1569	123435	0.31045	0.9993626513702996	7.761641710927695	2.6242820958356683	0.31999027828411714	0.0	1
ENST00000311873	2	14	421	503843179	0.0260662621955512	57761932	0.17810417180942978	1443	6659	33165	11	1446	31148	0.2136	0.9979253112033195	7.761641710927695	2.6242820958356683	0.21378579684088866	0.0	1
ENST00000397622	3	14	421	503843179	0.0260662621955512	57761932	0.11817480899978973	1686	12581	40694	15	1686	37239	0.5836	1.0	7.761641710927695	2.6242820958356683	0.33784473267273557	0.0	1
ENST00000297819	2	14	421	503843179	0.0260662621955512	57761932	0.14131897711978467	735	4466	8985	3	735	7825	0.36915	1.0	7.761641710927695	2.6242820958356683	0.5707348242811502	0.0	1
ENST00000222481	2	14	421	503843179	0.0260662621955512	57761932	0.07930513595166164	1260	14628	22936	11	1260	21606	0.4483	1.0	7.761641710927695	2.6242820958356683	0.6770341571785615	0.0	1
ENST00000222482	2	14	421	503843179	0.0260662621955512	57761932	0.08032818164472429	1263	14460	31020	11	1266	28230	0.5661	0.9976303317535545	7.761641710927695	2.6242820958356683	0.512221041445271	0.0	1
ENST00000011292	2	14	421	503843179	0.0260662621955512	57761932	0.22455890215647836	1260	4351	7615	10	1260	6231	0.56755	1.0	7.761641710927695	2.6242820958356683	0.6982827796501364	0.0	1
ENST00000223208	2	14	421	503843179	0.0260662621955512	57761932	0.03981264637002342	1122	27060	47246	11	1122	40954	0.65515	1.0	7.761641710927695	2.6242820958356683	0.6607413195292279	0.0	1
ENST00000223215	2	14	421	503843179	0.0260662621955512	57761932	0.12822796081923418	1008	6853	14381	12	1008	11735	0.5826	1.0	7.761641710927695	2.6242820958356683	0.583979548359608	0.0	1
ENST00000352689	2	14	421	503843179	0.0260662621955512	57761932	0.044223682102227206	2208	47720	168757	18	2208	157621	0.4126	1.0	7.761641710927695	2.6242820958356683	0.3027515369144974	0.0	1
ENST00000378509	2	14	421	503843179	0.0260662621955512	57761932	0.07073361266955472	996	13085	27599	10	996	20923	0.41955	1.0	7.761641710927695	2.6242820958356683	0.6253883286335612	0.0	1
ENST00000393132	2	14	421	503843179	0.0260662621955512	57761932	0.0382876241030178	779	19567	32983	4	780	30932	0.3952	0.9987179487179487	7.761641710927695	2.6242820958356683	0.6325811457390405	0.0	1
ENST00000361675	3	14	421	503843179	0.0260662621955512	57761932	0.01982157144454864	2304	113933	191096	15	2382	186085	0.3416	0.9672544080604534	7.761641710927695	2.6242820958356683	0.6122632130478007	0.0	1
ENST00000354475	2	14	421	503843179	0.0260662621955512	57761932	0.1316006115488651	2238	14768	27688	15	2244	23108	0.15055	0.9973262032085561	7.761641710927695	2.6242820958356683	0.63908603081184	0.0	1
ENST00000662584	2	14	421	503843179	0.0260662621955512	57761932	0.1355486492947645	1134	7232	24655	9	1140	23443	0.13105	0.9947368421052631	7.761641710927695	2.6242820958356683	0.30849294032333746	0.0	1
ENST00000285968	2	14	421	503843179	0.0260662621955512	57761932	0.15693459109690494	6039	32442	90837	43	6039	84573	0.1353	1.0	7.761641710927695	2.6242820958356683	0.3835976020715831	0.0	1
ENST00000354042	3	14	421	503843179	0.0260662621955512	57761932	0.06902654867256637	1872	25248	46950	16	1881	44053	0.6387	0.9952153110047847	7.761641710927695	2.6242820958356683	0.5731278233037478	0.0	1
ENST00000338588	2	14	421	503843179	0.0260662621955512	57761932	0.05915684496826836	522	8302	19222	4	522	17448	0.5247	1.0	7.761641710927695	2.6242820958356683	0.4758138468592389	0.0	1
ENST00000393083	2	14	421	503843179	0.0260662621955512	57761932	0.00783408691283597	499	63197	116411	6	501	114812	0.40655	0.9960079840319361	7.761641710927695	2.6242820958356683	0.5504389785039892	0.0	1
ENST00000442682	2	14	421	503843179	0.0260662621955512	57761932	0.10103871576959396	321	2856	8766	3	324	4641	0.09975	0.9907407407407407	7.761641710927695	2.6242820958356683	0.6153846153846154	0.0	1
ENST00000275766	2	14	421	503843179	0.0260662621955512	57761932	0.4020805065581185	889	1322	10337	5	903	8571	0.29795	0.9844961240310077	7.761641710927695	2.6242820958356683	0.15424104538560263	0.0	1
ENST00000297534	2	14	421	503843179	0.0260662621955512	57761932	0.21406151914626487	341	1252	4992	2	342	3978	0.1088	0.9970760233918129	7.761641710927695	2.6242820958356683	0.31473102061337355	0.0	1
ENST00000340940	2	14	421	503843179	0.0260662621955512	57761932	0.3786776336602341	1197	1964	30984	5	1230	28826	0.18635	0.973170731707317	7.761641710927695	2.6242820958356683	0.06813293554430029	0.0	1
ENST00000416849	2	14	421	503843179	0.0260662621955512	57761932	0.013430727569280234	1721	126418	242076	18	1743	239571	0.7564	0.9873780837636259	7.761641710927695	2.6242820958356683	0.5276849034315506	0.0	1
ENST00000263549	2	14	421	503843179	0.0260662621955512	57761932	0.10993315228744516	2105	17043	39978	12	2106	36182	0.32835	0.9995251661918328	7.761641710927695	2.6242820958356683	0.47103532143054555	0.0	1
ENST00000537763	2	14	421	503843179	0.0260662621955512	57761932	0.2181454302868579	654	2344	22208	4	654	21256	0.13575	1.0	7.761641710927695	2.6242820958356683	0.11027474595408356	0.0	1
ENST00000476279	3	14	421	503843179	0.0260662621955512	57761932	0.04422194409678765	318	6873	26120	4	318	24454	0.38025	1.0	7.761641710927695	2.6242820958356683	0.2810583135683324	0.0	1
ENST00000536163	2	14	421	503843179	0.0260662621955512	57761932	0.06760229294326943	1368	18868	45439	9	1368	38130	0.66465	1.0	7.761641710927695	2.6242820958356683	0.4948334644636769	0.0	1
ENST00000247879	5	14	421	503843179	0.0260662621955512	57761932	1.0	951	0	1101	1	951	0	0.2214	1.0	7.761641710927695	2.6242820958356683	0.0	1.0	1
ENST00000247881	3	14	421	503843179	0.0260662621955512	57761932	1.0	894	0	2378	1	900	0	0.1144	0.9933333333333333	7.761641710927695	2.6242820958356683	0.0	1.0	1
ENST00000350549	2	14	421	503843179	0.0260662621955512	57761932	0.1950413223140496	708	2922	5136	5	708	3947	0.06135	1.0	7.761641710927695	2.6242820958356683	0.7403090955155814	0.0	1
ENST00000546910	2	14	421	503843179	0.0260662621955512	57761932	0.1169811320754717	558	4212	19618	7	567	16116	0.2544	0.9841269841269841	7.761641710927695	2.6242820958356683	0.26135517498138494	0.0	1
ENST00000547270	2	14	421	503843179	0.0260662621955512	57761932	1.0	999	0	1143	1	1002	0	0.32195	0.9970059880239521	7.761641710927695	2.6242820958356683	0.0	1.0	1
ENST00000552471	2	14	421	503843179	0.0260662621955512	57761932	0.19863201094391245	726	2929	5884	5	726	4761	0.5224	1.0	7.761641710927695	2.6242820958356683	0.6152068893089687	0.0	1
ENST00000265310	5	14	421	503843179	0.0260662621955512	57761932	0.11886885515427195	2169	16078	25646	15	2190	22756	0.5139	0.9904109589041096	7.761641710927695	2.6242820958356683	0.7065389347864299	0.0	1
ENST00000355265	2	14	421	503843179	0.0260662621955512	57761932	0.15860874585077211	2198	11660	21250	19	2199	18756	0.41385	0.9995452478399273	7.761641710927695	2.6242820958356683	0.6216677329921092	0.0	1
ENST00000408947	3	14	421	503843179	0.0260662621955512	57761932	1.0	969	0	1043	1	972	0	0.5271	0.9969135802469136	7.761641710927695	2.6242820958356683	0.0	1.0	1
ENST00000479303	3	14	421	503843179	0.0260662621955512	57761932	0.23166571915861284	815	2703	5660	7	849	4475	0.1856	0.9599528857479388	7.761641710927695	2.6242820958356683	0.6040223463687151	0.0	1
ENST00000359333	2	14	421	503843179	0.0260662621955512	57761932	0.483969465648855	634	676	3091	3	651	716	0.4457	0.9738863287250384	7.761641710927695	2.6242820958356683	0.9441340782122905	0.0	1
ENST00000310447	2	14	421	503843179	0.0260662621955512	57761932	0.14347550675675674	1359	8113	19346	11	1359	15257	0.4673	1.0	7.761641710927695	2.6242820958356683	0.5317559153175592	0.0	1
ENST00000409408	4	14	421	503843179	0.0260662621955512	57761932	0.30757389162561577	999	2249	8401	6	999	2545	0.52775	1.0	7.761641710927695	2.6242820958356683	0.8836935166994107	0.0	1
ENST00000332690	3	14	421	503843179	0.0260662621955512	57761932	1.0	957	0	957	1	957	0	0.59935	1.0	7.761641710927695	2.6242820958356683	0.0	1.0	1
ENST00000408916	2	14	421	503843179	0.0260662621955512	57761932	1.0	924	0	924	1	924	0	0.46935	1.0	7.761641710927695	2.6242820958356683	0.0	1.0	1
ENST00000056217	4	14	421	503843179	0.0260662621955512	57761932	0.2515156392510328	4688	13951	25231	15	4794	19749	0.44475	0.9778890279516061	7.761641710927695	2.6242820958356683	0.7064155147096055	0.0	1
ENST00000320356	3	14	421	503843179	0.0260662621955512	57761932	0.08660601174709202	2256	23793	76894	20	2256	74255	0.254	1.0	7.761641710927695	2.6242820958356683	0.3204228671469935	0.0	1
ENST00000286091	2	14	421	503843179	0.0260662621955512	57761932	0.24961180124223606	1929	5799	25595	10	1941	22674	0.03845	0.9938176197836167	7.761641710927695	2.6242820958356683	0.2557554908706007	0.0	1
ENST00000319551	2	14	421	503843179	0.0260662621955512	57761932	0.25207130303791114	3012	8937	19519	17	3093	15499	0.23199999999999998	0.973811833171678	7.761641710927695	2.6242820958356683	0.5766178463126653	0.0	1
ENST00000466675	2	14	421	503843179	0.0260662621955512	57761932	0.4922918807810894	479	494	3286	5	492	1668	0.16245	0.9735772357723578	7.761641710927695	2.6242820958356683	0.2961630695443645	0.0	1
ENST00000307271	2	14	421	503843179	0.0260662621955512	57761932	0.29531630170316303	1942	4634	28764	5	1998	24579	0.07825	0.9719719719719719	7.761641710927695	2.6242820958356683	0.18853492819073192	0.0	1
ENST00000447204	2	14	421	503843179	0.0260662621955512	57761932	0.13349184782608695	786	5102	10074	7	813	8644	0.3231	0.966789667896679	7.761641710927695	2.6242820958356683	0.5902360018509949	0.0	1
ENST00000484928	2	14	421	503843179	0.0260662621955512	57761932	0.2172284644194757	696	2508	4707	7	708	3177	0.34245	0.9830508474576272	7.761641710927695	2.6242820958356683	0.789423984891407	0.0	1
ENST00000358849	1	105	326	67138327	0.04728540742149101	54745497	0.22425819885476314	2154	7451	19360	16	2157	14677	0.70535	0.9986091794158554	7.738348402809357	2.513217600067939	0.5076650541663827	0.0	1
ENST00000392818	1	105	326	67138327	0.04728540742149101	54745497	0.6642664266426642	738	373	2007	3	741	444	0.75045	0.9959514170040485	7.738348402809357	2.513217600067939	0.8400900900900901	0.0	1
ENST00000297537	2	105	326	67138327	0.04728540742149101	54745497	0.10987553560497858	1077	8725	18960	2	1092	17868	0.63235	0.9862637362637363	7.738348402809357	2.513217600067939	0.4883031117080815	0.0	1
ENST00000275838	2	105	326	67138327	0.04728540742149101	54745497	0.3240391861341371	1290	2691	11694	5	1290	9874	0.6829	1.0	7.738348402809357	2.513217600067939	0.2725339274863277	0.0	1
ENST00000470229	1	105	326	67138327	0.04728540742149101	54745497	0.19558292631131874	1842	7576	36620	15	1848	33410	0.18815	0.9967532467532467	7.738348402809357	2.513217600067939	0.22675845555222987	0.0	1
ENST00000334493	1	105	326	67138327	0.04728540742149101	54745497	0.14088191330343794	1131	6897	28900	6	1131	26877	0.30665	1.0	7.738348402809357	2.513217600067939	0.25661346132380847	0.0	1
ENST00000644350	1	105	326	67138327	0.04728540742149101	54745497	0.12558795860771402	534	3718	10075	5	549	9203	0.081	0.9726775956284153	7.738348402809357	2.513217600067939	0.4039986960773661	0.0	1
ENST00000616416	1	105	326	67138327	0.04728540742149101	54745497	0.13512955507381025	1309	8378	63480	10	1332	61717	0.099	0.9827327327327328	7.738348402809357	2.513217600067939	0.13574865920248877	0.0	1
ENST00000434507	1	105	326	67138327	0.04728540742149101	54745497	0.14842797952717526	1827	10482	47863	14	1827	45116	0.0718	1.0	7.738348402809357	2.513217600067939	0.23233442681088748	0.0	1
ENST00000359321	1	105	326	67138327	0.04728540742149101	54745497	0.17793367346938774	837	3867	31366	3	843	26595	0.1202	0.9928825622775801	7.738348402809357	2.513217600067939	0.14540327129159616	0.0	1
ENST00000404141	1	105	326	67138327	0.04728540742149101	54745497	0.18445353594389247	3156	13954	59435	21	3210	55571	0.04735	0.983177570093458	7.738348402809357	2.513217600067939	0.25110219359018193	0.0	1
ENST00000297375	2	105	326	67138327	0.04728540742149101	54745497	0.2665935271530444	972	2674	6703	2	1002	3308	0.70205	0.9700598802395209	7.738348402809357	2.513217600067939	0.8083434099153567	0.0	1
ENST00000321736	1	105	326	67138327	0.04728540742149101	54745497	0.01883735061778408	279	14532	32731	4	279	30353	0.3674	1.0	7.738348402809357	2.513217600067939	0.47876651401838366	0.0	1
ENST00000401878	1	105	326	67138327	0.04728540742149101	54745497	0.07964255279946568	3458	39961	136820	18	3513	126652	0.08475	0.9843438656419015	7.738348402809357	2.513217600067939	0.31551811262356694	0.0	1
ENST00000392741	1	105	326	67138327	0.04728540742149101	54745497	0.14451721952250154	684	4049	16561	7	708	14301	0.2757	0.9661016949152542	7.738348402809357	2.513217600067939	0.2831270540521642	0.0	1
ENST00000353442	2	105	326	67138327	0.04728540742149101	54745497	0.025493691479603318	1473	56306	215393	17	1473	207443	0.2334	1.0	7.738348402809357	2.513217600067939	0.2714287780257709	0.0	1
ENST00000275820	1	105	326	67138327	0.04728540742149101	54745497	0.3334222103719504	2501	5000	23465	11	2583	17383	0.05265	0.9682539682539683	7.738348402809357	2.513217600067939	0.2876373468331128	0.0	1
ENST00000252971	1	105	326	67138327	0.04728540742149101	54745497	0.2988305548643941	1201	2818	5810	3	1206	3625	0.4664	0.9958540630182421	7.738348402809357	2.513217600067939	0.7773793103448275	0.0	1
ENST00000356404	3	73	311	114180427	0.13224513971046978	10902844	0.3295655245496291	3732	7592	13596	24	3735	9379	0.51205	0.9991967871485944	7.037539798160864	2.4927603890268375	0.8094679603369229	0.0	1
ENST00000525462	2	49	178	172410955	0.04769707191111874	13741677	0.21229360344109893	1530	5677	12202	4	1551	10064	0.50795	0.9864603481624759	7.13803973617358	2.250420002308894	0.5640898251192369	0.0	1
ENST00000476371	2	8	378	595018367	0.03417793640959447	48813049	0.14675767918088736	387	2250	10468	3	387	8353	0.4372	1.0	7.68853593575566	2.5774917998372255	0.2693643002514067	0.0	1
ENST00000361534	2	35	137	234872162	0.02322097098318828	27927157	0.08712121212121213	966	10122	47253	13	978	45029	0.5102	0.9877300613496932	7.446026726533212	2.1367205671564067	0.22478846965289037	0.0	1
ENST00000599180	2	59	417	147454752	0.1122945232817326	20105671	0.5273499734466277	993	890	3467	2	993	1334	0.13895	1.0	7.3033185716808875	2.6201360549737576	0.6671664167916042	0.0	1
ENST00000377028	3	15	261	503755182	0.011455798333324036	83154542	0.07654187723860459	1560	18821	42872	8	1560	37798	0.4904	1.0	7.919885975884629	2.416640507338281	0.49793639875125667	0.0	1
ENST00000345382	4	177	14	20797139	0.038080361787150185	1613788	0.1406716241178421	2970	18143	28812	5	2985	24202	0.6026	0.9949748743718593	6.207846481763096	1.146128035678238	0.7496487893562516	0.0	1
ENST00000311956	3	27	199	293974841	0.029413866266445838	31797866	0.12174875484228002	1320	9522	23540	13	1320	20145	0.4976	1.0	7.5023979748422125	2.298853076409707	0.47267311988086375	0.0	1
ENST00000551956	4	42	200	192234531	0.056210951187365785	21742197	0.31369751324908274	1539	3367	7568	9	1563	5427	0.4366	0.9846449136276392	7.3373034264461365	2.3010299956639813	0.6204164363368343	0.0	1
ENST00000265922	4	20	377	411396881	0.028859346513042106	93401590	0.01856776869586434	2283	120672	202807	8	2286	199636	0.76445	0.9986876640419947	7.970354269402991	2.576341350205793	0.6044601174136929	0.0	1
ENST00000314787	4	174	22	21669546	0.03008833626930347	2321112	0.026983077007882696	979	35303	74915	7	987	73369	0.21655	0.9918946301925026	6.3656960968576515	1.3424226808222062	0.4811705216099443	0.0	1
ENST00000540757	4	106	102	66321624	0.06152816978849749	6569369	0.12039045553145335	1554	11354	25225	13	1563	21953	0.2926	0.9942418426103646	6.817523656777639	2.0086001717619175	0.5171958274495513	0.0	1
ENST00000216106	4	176	7	21201010	0.013092802966633135	2294729	0.11752604685115135	1771	13298	38315	11	1806	34220	0.15485	0.9806201550387597	6.360731404141712	0.8450980400142568	0.3886031560490941	0.0	1
ENST00000320876	2	104	29	67940267	0.030103978063377612	7438143	0.16034744611121474	6018	31513	149280	48	6018	140459	0.0879	1.0	6.871464523513936	1.462397997898956	0.22435728575598574	0.0	1
ENST00000326181	3	149	134	31388031	0.19748784408597872	3016871	0.17684266010717736	2013	9370	22348	21	2013	18665	0.7168	1.0	6.4795567403420655	2.1271047983648077	0.5020091079560675	0.0	1
ENST00000515560	1	23	169	366582849	0.016484909729435004	49634610	0.31463587084609945	1335	2908	7833	4	1338	4650	0.63335	0.9977578475336323	7.695784613794594	2.2278867046136734	0.6253763440860215	0.0	1
ENST00000280605	3	23	169	366582849	0.016484909729435004	49634610	1.0	1881	0	2660	1	1881	0	0.33405	1.0	7.695784613794594	2.2278867046136734	0.0	1.0	1
ENST00000507311	1	23	169	366582849	0.016484909729435004	49634610	0.02079522480023106	216	10171	49665	3	216	46542	0.08965	1.0	7.695784613794594	2.2278867046136734	0.21853379743027804	0.0	1
ENST00000306480	2	23	169	366582849	0.016484909729435004	49634610	0.16234292663153627	801	4133	42253	6	816	32300	0.0285	0.9816176470588235	7.695784613794594	2.2278867046136734	0.12795665634674921	0.0	1
ENST00000402744	2	23	169	366582849	0.016484909729435004	49634610	0.032533818347163804	1431	42554	119540	9	1431	116958	0.41755	1.0	7.695784613794594	2.2278867046136734	0.36384001094409957	0.0	1
ENST00000393743	1	23	169	366582849	0.016484909729435004	49634610	0.12061187085859297	5133	37425	102459	38	5139	96444	0.1666	0.9988324576765908	7.695784613794594	2.2278867046136734	0.3880490232673883	0.0	1
ENST00000306193	1	23	169	366582849	0.016484909729435004	49634610	0.08871974045420514	711	7303	22666	5	714	19226	0.29935	0.9957983193277311	7.695784613794594	2.2278867046136734	0.37985020285030685	0.0	1
ENST00000439128	1	23	169	366582849	0.016484909729435004	49634610	0.07121797188564037	3744	48827	219338	34	3777	213685	0.2897	0.9912629070691025	7.695784613794594	2.2278867046136734	0.22849989470482251	0.0	1
ENST00000337664	1	23	169	366582849	0.016484909729435004	49634610	0.09465264405273292	1278	12224	29735	13	1278	27485	0.0792	1.0	7.695784613794594	2.2278867046136734	0.4447516827360378	0.0	1
ENST00000265000	3	23	169	366582849	0.016484909729435004	49634610	0.02510268703027837	1974	76663	155157	12	1974	150908	0.45285	1.0	7.695784613794594	2.2278867046136734	0.508011503697617	0.0	1
ENST00000503780	1	23	169	366582849	0.016484909729435004	49634610	0.08642523883581428	1167	12336	36418	12	1173	32120	0.2317	0.9948849104859335	7.695784613794594	2.2278867046136734	0.38405977584059775	0.0	1
ENST00000541923	1	23	169	366582849	0.016484909729435004	49634610	0.03183833684669623	438	13319	32722	6	438	29802	0.31	1.0	7.695784613794594	2.2278867046136734	0.4469163143413194	0.0	1
ENST00000280190	1	23	169	366582849	0.016484909729435004	49634610	0.09302053060841847	3969	38699	114179	31	3969	109474	0.34815	1.0	7.695784613794594	2.2278867046136734	0.35349946105924696	0.0	1
ENST00000515234	1	23	169	366582849	0.016484909729435004	49634610	0.08108108108108109	393	4454	10218	5	399	8103	0.3947	0.9849624060150376	7.695784613794594	2.2278867046136734	0.5496729606318648	0.0	1
ENST00000296525	1	23	169	366582849	0.016484909729435004	49634610	0.04436676525947835	990	21324	55550	7	990	52519	0.28335	1.0	7.695784613794594	2.2278867046136734	0.406024486376359	0.0	1
ENST00000618562	2	23	169	366582849	0.016484909729435004	49634610	0.025566959621412328	1248	47565	109385	7	1260	107126	0.4351	0.9904761904761905	7.695784613794594	2.2278867046136734	0.44400985755092137	0.0	1
ENST00000264596	1	23	169	366582849	0.016484909729435004	49634610	0.06518231687641174	1818	26073	53063	10	1818	50700	0.33525	1.0	7.695784613794594	2.2278867046136734	0.5142603550295858	0.0	1
ENST00000264595	1	23	169	366582849	0.016484909729435004	49634610	0.1325776872134488	1041	6811	11664	9	1041	9627	0.2303	1.0	7.695784613794594	2.2278867046136734	0.707489352861743	0.0	1
ENST00000438320	2	23	169	366582849	0.016484909729435004	49634610	0.03287017200220359	537	15800	27340	6	537	25368	0.6422	1.0	7.695784613794594	2.2278867046136734	0.6228319142226427	0.0	1
ENST00000504169	2	23	169	366582849	0.016484909729435004	49634610	0.6658739595719382	1680	843	4429	3	1743	887	0.27265	0.963855421686747	7.695784613794594	2.2278867046136734	0.9503945885005637	0.0	1
ENST00000326397	2	23	169	366582849	0.016484909729435004	49634610	0.07158187097588688	567	7354	19551	8	567	16950	0.39885	1.0	7.695784613794594	2.2278867046136734	0.43386430678466076	0.0	1
ENST00000334690	1	23	169	366582849	0.016484909729435004	49634610	0.15099196662376282	3402	19129	54297	30	3402	49774	0.39875	1.0	7.695784613794594	2.2278867046136734	0.38431711335235264	0.0	1
ENST00000308497	2	23	169	366582849	0.016484909729435004	49634610	0.04008301984693216	2781	66600	118220	4	2781	107713	0.50575	1.0	7.695784613794594	2.2278867046136734	0.618309767623221	0.0	1
